"MachineName","LastRunTime","Windows11ReadinessStatus","CommandExecutionStatus","FailureSource","StorageResult","MemoryResult","TPMResult","ProcessorResult","SecureBootResult","OSVersionResult","StorageDetails","MemoryDetails","TPMDetails","ProcessorDetails","SecureBootDetails","OSDetails"
"BU-003172","2025-01-28T23:47:10Z","Unsupported","Success","TPM Ver, Proc fail","PASS","PASS","FAIL","FAIL","PASS","PASS","Storage: OSDiskSize=237GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=1.2, 2, 3 :: FAIL","Processor: {AddressWidth=64
MaxClockSpeed=2808
NumberOfLogicalCores=4
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 78 Stepping 3} :: FAIL","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-003352","2025-01-28T23:47:12Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=119GB :: PASS","Memory: System_Memory=12GB :: PASS","TPM: TPMVersion=2.0, 0, 1.38 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=3096
NumberOfLogicalCores=4
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 158 Stepping 11} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-003401","2025-01-28T23:47:12Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.38 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=2208
NumberOfLogicalCores=8
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 142 Stepping 12} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-003402","2025-01-28T23:47:10Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.38 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=2208
NumberOfLogicalCores=8
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 142 Stepping 12} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-003404","2025-01-28T23:47:13Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.38 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=2208
NumberOfLogicalCores=8
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 142 Stepping 12} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-003408","2025-01-28T23:47:07Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.38 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=2208
NumberOfLogicalCores=8
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 142 Stepping 12} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-003410","2025-01-28T23:47:04Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.38 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=2208
NumberOfLogicalCores=8
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 142 Stepping 12} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-003415","2025-01-28T23:47:12Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.38 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=2208
NumberOfLogicalCores=8
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 142 Stepping 12} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-003418","2025-01-28T23:47:14Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.38 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=2208
NumberOfLogicalCores=8
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 142 Stepping 12} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-003422","2025-01-28T23:47:08Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.38 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=2208
NumberOfLogicalCores=8
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 142 Stepping 12} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-003423","2025-01-28T23:47:07Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.38 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=2208
NumberOfLogicalCores=8
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 142 Stepping 12} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-003426","2025-01-28T23:47:08Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.38 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=2208
NumberOfLogicalCores=8
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 142 Stepping 12} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-003493","2025-01-28T23:47:12Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.38 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=2208
NumberOfLogicalCores=8
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 142 Stepping 12} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-003496","2025-01-28T23:47:10Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.38 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1382
NumberOfLogicalCores=8
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 140 Stepping 1} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-003590","2025-01-28T23:47:06Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.38 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1382
NumberOfLogicalCores=8
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 140 Stepping 1} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-003591","2025-01-28T23:47:12Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.38 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1382
NumberOfLogicalCores=8
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 140 Stepping 1} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-003639","2025-01-28T23:47:14Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.38 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1382
NumberOfLogicalCores=8
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 140 Stepping 1} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-003640","2025-01-28T23:47:24Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.38 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1382
NumberOfLogicalCores=8
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 140 Stepping 1} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-003725","2025-01-28T23:47:09Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=236GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.38 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1498
NumberOfLogicalCores=8
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 140 Stepping 1} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-003754","2025-01-28T23:47:11Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=118GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.38 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=2304
NumberOfLogicalCores=12
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 165 Stepping 3} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-003781","2025-01-28T23:47:12Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=236GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.38 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1498
NumberOfLogicalCores=8
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 140 Stepping 1} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-003791","2025-01-28T23:47:10Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=118GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.38 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=2304
NumberOfLogicalCores=12
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 165 Stepping 3} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-003888","2025-01-28T23:47:11Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.38 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1382
NumberOfLogicalCores=8
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 140 Stepping 1} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-003898","2025-01-28T23:47:09Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.38 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1382
NumberOfLogicalCores=8
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 140 Stepping 1} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-004117","2025-01-28T23:47:22Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.38 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1382
NumberOfLogicalCores=8
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 140 Stepping 1} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-004118","2025-01-28T23:47:19Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.38 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1382
NumberOfLogicalCores=8
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 140 Stepping 1} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-004119","2025-01-28T23:47:17Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.38 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1382
NumberOfLogicalCores=8
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 140 Stepping 1} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-004124","2025-01-28T23:47:11Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=476GB :: PASS","Memory: System_Memory=32GB :: PASS","TPM: TPMVersion=2.0, 0, 1.38 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1690
NumberOfLogicalCores=8
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 140 Stepping 1} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-004149","2025-01-28T23:47:06Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.59 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1300
NumberOfLogicalCores=12
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 186 Stepping 3} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-004157","2025-01-28T23:47:04Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=476GB :: PASS","Memory: System_Memory=32GB :: PASS","TPM: TPMVersion=2.0, 0, 1.59 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1700
NumberOfLogicalCores=12
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 186 Stepping 3} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-004213","2025-01-28T23:47:11Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.59 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1300
NumberOfLogicalCores=12
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 186 Stepping 3} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-004214","2025-01-28T23:47:07Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=16GB :: PASS","TPM: TPMVersion=2.0, 0, 1.59 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1300
NumberOfLogicalCores=12
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 186 Stepping 3} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-004219","2025-01-28T23:47:13Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.59 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1300
NumberOfLogicalCores=12
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 186 Stepping 3} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-004220","2025-01-28T23:47:08Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.59 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1300
NumberOfLogicalCores=12
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 186 Stepping 3} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-004221","2025-01-28T23:47:14Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.59 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1300
NumberOfLogicalCores=12
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 186 Stepping 3} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-004223","2025-01-28T23:47:04Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.59 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1300
NumberOfLogicalCores=12
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 186 Stepping 3} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-004225","2025-01-29T00:11:16Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.59 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1300
NumberOfLogicalCores=12
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 186 Stepping 3} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-004227","2025-01-28T23:47:10Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=476GB :: PASS","Memory: System_Memory=32GB :: PASS","TPM: TPMVersion=2.0, 0, 1.59 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1700
NumberOfLogicalCores=12
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 186 Stepping 3} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-004246","2025-01-28T23:47:11Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=476GB :: PASS","Memory: System_Memory=32GB :: PASS","TPM: TPMVersion=2.0, 0, 1.59 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1700
NumberOfLogicalCores=12
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 186 Stepping 3} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-004256","2025-01-28T23:47:07Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.59 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1300
NumberOfLogicalCores=12
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 186 Stepping 3} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-004262","2025-01-28T23:47:05Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.59 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1300
NumberOfLogicalCores=12
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 186 Stepping 3} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-004275","2025-01-28T23:47:08Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=237GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.59 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1300
NumberOfLogicalCores=12
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 186 Stepping 3} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-004290","2025-01-28T23:47:10Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.59 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1300
NumberOfLogicalCores=12
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 186 Stepping 3} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-004292","2025-01-28T23:47:16Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.59 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1300
NumberOfLogicalCores=12
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 186 Stepping 3} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-004302","2025-01-28T23:47:14Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.59 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1300
NumberOfLogicalCores=12
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 186 Stepping 3} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-004303","2025-01-28T23:47:05Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=476GB :: PASS","Memory: System_Memory=16GB :: PASS","TPM: TPMVersion=2.0, 0, 1.59 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1700
NumberOfLogicalCores=14
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 170 Stepping 4} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-004313","2025-01-28T23:47:11Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=953GB :: PASS","Memory: System_Memory=32GB :: PASS","TPM: TPMVersion=2.0, 0, 1.59 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=3301
NumberOfLogicalCores=16
Manufacturer=AuthenticAMD
Caption=AMD64 Family 25 Model 116 Stepping 1} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-004340","2025-01-28T23:47:12Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.59 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1300
NumberOfLogicalCores=12
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 186 Stepping 3} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-004347","2025-01-28T23:47:12Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=476GB :: PASS","Memory: System_Memory=32GB :: PASS","TPM: TPMVersion=2.0, 0, 1.59 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1700
NumberOfLogicalCores=12
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 186 Stepping 3} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-004353","2025-01-28T23:47:10Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.59 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1300
NumberOfLogicalCores=12
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 186 Stepping 3} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-004357","2025-01-28T23:47:13Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=8GB :: PASS","TPM: TPMVersion=2.0, 0, 1.59 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1300
NumberOfLogicalCores=12
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 186 Stepping 3} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-004359","2025-01-28T23:47:07Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=238GB :: PASS","Memory: System_Memory=16GB :: PASS","TPM: TPMVersion=2.0, 0, 1.59 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1700
NumberOfLogicalCores=20
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 191 Stepping 2} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
"BU-004360","2025-01-28T23:47:09Z","Supported","Success",,"PASS","PASS","PASS","PASS","PASS","PASS","Storage: OSDiskSize=476GB :: PASS","Memory: System_Memory=32GB :: PASS","TPM: TPMVersion=2.0, 0, 1.59 :: PASS","Processor: {AddressWidth=64
MaxClockSpeed=1700
NumberOfLogicalCores=12
Manufacturer=GenuineIntel
Caption=Intel64 Family 6 Model 186 Stepping 3} :: PASS","SecureBoot: Capable :: PASS","OsVersion: version=Microsoft Windows 10 Pro -  :: PASS"
